date,crime_type,count
06/15/2018,Assault,77
06/15/2018,Breaking & Entering,27
06/15/2018,Disorder,4
06/15/2018,Drugs,17
06/15/2018,Homicide,3
06/15/2018,Property Crime,37
06/15/2018,Robbery,8
06/15/2018,Theft,95
06/15/2018,Theft from Vehicle,24
06/15/2018,Theft of Vehicle,16
06/15/2018,Traffic,1
06/15/2018,Vehicle Recovery,1
06/15/2018,Weapons Offense,9
06/15/2019,Arson,1
06/15/2019,Assault,81
06/15/2019,Breaking & Entering,26
06/15/2019,Disorder,9
06/15/2019,Drugs,9
06/15/2019,Kidnapping,1
06/15/2019,Property Crime,32
06/15/2019,Robbery,9
06/15/2019,Theft,65
06/15/2019,Theft from Vehicle,19
06/15/2019,Theft of Vehicle,17
06/15/2019,Traffic,1
06/15/2019,Vehicle Recovery,1
06/15/2020,Arson,2
06/15/2020,Assault,77
06/15/2020,Breaking & Entering,23
06/15/2020,Disorder,5
06/15/2020,Drugs,4
06/15/2020,Family Offense,1
06/15/2020,Homicide,1
06/15/2020,Property Crime,35
06/15/2020,Robbery,5
06/15/2020,Theft,49
06/15/2020,Theft from Vehicle,19
06/15/2020,Theft of Vehicle,16
06/15/2020,Weapons Offense,4
06/15/2021,Arson,2
06/15/2021,Assault,71
06/15/2021,Breaking & Entering,13
06/15/2021,Disorder,6
06/15/2021,Drugs,15
06/15/2021,Kidnapping,1
06/15/2021,Property Crime,44
06/15/2021,Robbery,7
06/15/2021,Theft,50
06/15/2021,Theft from Vehicle,20
06/15/2021,Theft of Vehicle,15
06/15/2021,Traffic,2
06/15/2021,Vehicle Recovery,2
06/15/2021,Weapons Offense,8
06/15/2022,Arson,1
06/15/2022,Assault,94
06/15/2022,Breaking & Entering,11
06/15/2022,Disorder,6
06/15/2022,Drugs,23
06/15/2022,Family Offense,3
06/15/2022,Homicide,3
06/15/2022,Kidnapping,1
06/15/2022,Property Crime,42
06/15/2022,Robbery,2
06/15/2022,Theft,50
06/15/2022,Theft from Vehicle,22
06/15/2022,Theft of Vehicle,32
06/15/2022,Traffic,4
06/15/2022,Vehicle Recovery,8
06/15/2022,Weapons Offense,17
06/16/2002,Theft,1
06/16/2006,Arson,1
06/16/2006,Assault,78
06/16/2006,Breaking & Entering,53
06/16/2006,Disorder,4
06/16/2006,Drugs,18
06/16/2006,Family Offense,2
06/16/2006,Homicide,1
06/16/2006,Kidnapping,1
06/16/2006,Property Crime,49
06/16/2006,Robbery,12
06/16/2006,Theft,55
06/16/2006,Theft from Vehicle,34
06/16/2006,Theft of Vehicle,21
06/16/2006,Vehicle Recovery,1
06/16/2007,Arson,1
06/16/2007,Assault,128
06/16/2007,Breaking & Entering,40
06/16/2007,Disorder,3
06/16/2007,Drugs,25
06/16/2007,Family Offense,1
06/16/2007,Kidnapping,1
06/16/2007,Property Crime,63
06/16/2007,Robbery,7
06/16/2007,Theft,61
06/16/2007,Theft from Vehicle,28
06/16/2007,Theft of Vehicle,22
06/16/2007,Traffic,5
06/16/2007,Vehicle Recovery,3
06/16/2007,Weapons Offense,1
06/16/2008,Assault,99
06/16/2008,Breaking & Entering,47
06/16/2008,Disorder,2
06/16/2008,Drugs,13
06/16/2008,Family Offense,2
06/16/2008,Property Crime,31
06/16/2008,Robbery,14
06/16/2008,Theft,67
06/16/2008,Theft from Vehicle,31
06/16/2008,Theft of Vehicle,24
06/16/2008,Traffic,4
06/16/2008,Weapons Offense,5
06/16/2009,Assault,102
06/16/2009,Breaking & Entering,41
06/16/2009,Disorder,2
06/16/2009,Drugs,11
06/16/2009,Family Offense,4
06/16/2009,Property Crime,33
06/16/2009,Robbery,12
06/16/2009,Theft,59
06/16/2009,Theft from Vehicle,19
06/16/2009,Theft of Vehicle,9
06/16/2009,Traffic,5
06/16/2009,Vehicle Recovery,1
06/16/2009,Weapons Offense,5
06/16/2010,Arson,1
06/16/2010,Assault,85
06/16/2010,Breaking & Entering,45
06/16/2010,Disorder,3
06/16/2010,Drugs,23
06/16/2010,Family Offense,1
06/16/2010,Kidnapping,1
06/16/2010,Property Crime,47
06/16/2010,Robbery,10
06/16/2010,Theft,54
06/16/2010,Theft from Vehicle,25
06/16/2010,Theft of Vehicle,10
06/16/2010,Traffic,1
06/16/2010,Vehicle Recovery,1
06/16/2010,Weapons Offense,3
06/16/2011,Arson,1
06/16/2011,Assault,86
06/16/2011,Breaking & Entering,28
06/16/2011,Disorder,11
06/16/2011,Drugs,23
06/16/2011,Family Offense,1
06/16/2011,Property Crime,35
06/16/2011,Robbery,9
06/16/2011,Theft,55
06/16/2011,Theft from Vehicle,17
06/16/2011,Theft of Vehicle,7
06/16/2011,Traffic,2
06/16/2011,Weapons Offense,3
06/16/2012,Arson,2
06/16/2012,Assault,90
06/16/2012,Breaking & Entering,37
06/16/2012,Disorder,3
06/16/2012,Drugs,10
06/16/2012,Family Offense,4
06/16/2012,Homicide,1
06/16/2012,Property Crime,45
06/16/2012,Robbery,9
06/16/2012,Theft,62
06/16/2012,Theft from Vehicle,22
06/16/2012,Theft of Vehicle,3
06/16/2012,Traffic,4
06/16/2012,Weapons Offense,5
06/16/2013,Assault,109
06/16/2013,Breaking & Entering,33
06/16/2013,Disorder,1
06/16/2013,Drugs,11
06/16/2013,Family Offense,1
06/16/2013,Kidnapping,1
06/16/2013,Property Crime,45
06/16/2013,Robbery,17
06/16/2013,Theft,37
06/16/2013,Theft from Vehicle,21
06/16/2013,Theft of Vehicle,11
06/16/2013,Traffic,3
06/16/2013,Vehicle Recovery,1
06/16/2013,Weapons Offense,3
06/16/2014,Assault,104
06/16/2014,Breaking & Entering,24
06/16/2014,Disorder,3
06/16/2014,Drugs,16
06/16/2014,Family Offense,1
06/16/2014,Homicide,1
06/16/2014,Liquor,1
06/16/2014,Property Crime,47
06/16/2014,Robbery,11
06/16/2014,Theft,48
06/16/2014,Theft from Vehicle,11
06/16/2014,Theft of Vehicle,9
06/16/2014,Traffic,3
06/16/2014,Vehicle Recovery,1
06/16/2014,Weapons Offense,5
06/16/2015,Assault,73
06/16/2015,Breaking & Entering,27
06/16/2015,Disorder,5
06/16/2015,Drugs,16
06/16/2015,Family Offense,1
06/16/2015,Property Crime,34
06/16/2015,Robbery,14
06/16/2015,Theft,57
06/16/2015,Theft from Vehicle,25
06/16/2015,Theft of Vehicle,7
06/16/2015,Weapons Offense,4
06/16/2016,Arson,1
06/16/2016,Assault,70
06/16/2016,Breaking & Entering,29
06/16/2016,Disorder,4
06/16/2016,Drugs,12
06/16/2016,Property Crime,40
06/16/2016,Robbery,8
06/16/2016,Theft,46
06/16/2016,Theft from Vehicle,26
06/16/2016,Theft of Vehicle,7
06/16/2016,Traffic,1
06/16/2016,Vehicle Recovery,1
06/16/2016,Weapons Offense,2
06/16/2017,Arson,1
06/16/2017,Assault,74
06/16/2017,Breaking & Entering,29
06/16/2017,Disorder,5
06/16/2017,Drugs,18
06/16/2017,Family Offense,1
06/16/2017,Homicide,1
06/16/2017,Kidnapping,1
06/16/2017,Property Crime,29
06/16/2017,Robbery,12
06/16/2017,Theft,56
06/16/2017,Theft from Vehicle,16
06/16/2017,Theft of Vehicle,6
06/16/2017,Traffic,1
06/16/2017,Vehicle Recovery,3
06/16/2017,Weapons Offense,7
06/16/2018,Arson,1
06/16/2018,Assault,86
06/16/2018,Breaking & Entering,20
06/16/2018,Disorder,6
06/16/2018,Drugs,8
06/16/2018,Family Offense,1
06/16/2018,Homicide,3
06/16/2018,Property Crime,47
06/16/2018,Robbery,5
06/16/2018,Theft,67
06/16/2018,Theft from Vehicle,19
06/16/2018,Theft of Vehicle,12
06/16/2018,Traffic,1
06/16/2018,Weapons Offense,4
06/16/2019,Assault,84
06/16/2019,Breaking & Entering,20
06/16/2019,Disorder,1
06/16/2019,Drugs,13
06/16/2019,Family Offense,2
06/16/2019,Homicide,1
06/16/2019,Liquor,1
06/16/2019,Property Crime,40
06/16/2019,Robbery,13
06/16/2019,Theft,62
06/16/2019,Theft from Vehicle,26
06/16/2019,Theft of Vehicle,14
06/16/2019,Traffic,4
06/16/2019,Vehicle Recovery,3
06/16/2019,Weapons Offense,6
06/16/2020,Arson,2
06/16/2020,Assault,97
06/16/2020,Breaking & Entering,15
06/16/2020,Disorder,7
06/16/2020,Drugs,9
06/16/2020,Family Offense,2
06/16/2020,Homicide,2
06/16/2020,Kidnapping,1
06/16/2020,Property Crime,43
06/16/2020,Robbery,8
06/16/2020,Theft,50
06/16/2020,Theft from Vehicle,19
06/16/2020,Theft of Vehicle,14
06/16/2020,Traffic,2
06/16/2020,Vehicle Recovery,3
06/16/2020,Weapons Offense,4
06/16/2021,Arson,1
06/16/2021,Assault,64
06/16/2021,Breaking & Entering,14
06/16/2021,Disorder,2
06/16/2021,Drugs,19
06/16/2021,Homicide,2
06/16/2021,Property Crime,42
06/16/2021,Robbery,2
06/16/2021,Theft,65
06/16/2021,Theft from Vehicle,24
06/16/2021,Theft of Vehicle,10
06/16/2021,Traffic,1
06/16/2021,Vehicle Recovery,1
06/16/2021,Weapons Offense,9
06/16/2022,Arson,2
06/16/2022,Assault,77
06/16/2022,Breaking & Entering,11
06/16/2022,Disorder,2
06/16/2022,Drugs,22
06/16/2022,Family Offense,3
06/16/2022,Homicide,1
06/16/2022,Property Crime,45
06/16/2022,Robbery,8
06/16/2022,Theft,59
06/16/2022,Theft from Vehicle,15
06/16/2022,Theft of Vehicle,25
06/16/2022,Traffic,2
06/16/2022,Vehicle Recovery,3
06/16/2022,Weapons Offense,13
06/17/2005,Assault,1
06/17/2006,Assault,81
06/17/2006,Breaking & Entering,43
06/17/2006,Drugs,9
06/17/2006,Homicide,1
06/17/2006,Property Crime,67
06/17/2006,Robbery,19
06/17/2006,Theft,65
06/17/2006,Theft from Vehicle,57
06/17/2006,Theft of Vehicle,19
06/17/2006,Vehicle Recovery,4
06/17/2006,Weapons Offense,1
06/17/2007,Arson,1
06/17/2007,Assault,82
06/17/2007,Breaking & Entering,44
06/17/2007,Disorder,1
06/17/2007,Drugs,14
06/17/2007,Family Offense,1
06/17/2007,Kidnapping,1
06/17/2007,Property Crime,33
06/17/2007,Robbery,11
06/17/2007,Theft,57
06/17/2007,Theft from Vehicle,16
06/17/2007,Theft of Vehicle,18
06/17/2007,Traffic,1
06/17/2007,Weapons Offense,2
06/17/2008,Assault,96
06/17/2008,Breaking & Entering,37
06/17/2008,Disorder,3
06/17/2008,Drugs,15
06/17/2008,Property Crime,43
06/17/2008,Robbery,10
06/17/2008,Theft,103
06/17/2008,Theft from Vehicle,31
06/17/2008,Theft of Vehicle,16
06/17/2008,Traffic,2
06/17/2008,Weapons Offense,1
06/17/2009,Arson,3
06/17/2009,Assault,86
06/17/2009,Breaking & Entering,43
06/17/2009,Disorder,4
06/17/2009,Drugs,26
06/17/2009,Family Offense,2
06/17/2009,Liquor,1
06/17/2009,Property Crime,30
06/17/2009,Robbery,7
06/17/2009,Theft,70
06/17/2009,Theft from Vehicle,14
06/17/2009,Theft of Vehicle,13
06/17/2009,Traffic,3
06/17/2009,Vehicle Recovery,1
06/17/2009,Weapons Offense,3
06/17/2010,Arson,1
06/17/2010,Assault,80
06/17/2010,Breaking & Entering,46
06/17/2010,Disorder,1
06/17/2010,Drugs,22
06/17/2010,Family Offense,1
06/17/2010,Property Crime,48
06/17/2010,Robbery,8
06/17/2010,Theft,71
06/17/2010,Theft from Vehicle,17
06/17/2010,Theft of Vehicle,15
06/17/2010,Traffic,1
06/17/2010,Vehicle Recovery,2
06/17/2010,Weapons Offense,3
06/17/2011,Assault,78
06/17/2011,Breaking & Entering,38
06/17/2011,Disorder,2
06/17/2011,Drugs,17
06/17/2011,Family Offense,2
06/17/2011,Property Crime,42
06/17/2011,Robbery,10
06/17/2011,Theft,55
06/17/2011,Theft from Vehicle,12
06/17/2011,Theft of Vehicle,5
06/17/2011,Traffic,4
06/17/2011,Vehicle Recovery,1
06/17/2011,Weapons Offense,4
06/17/2012,Arson,2
06/17/2012,Assault,99
06/17/2012,Breaking & Entering,28
06/17/2012,Disorder,1
06/17/2012,Drugs,7
06/17/2012,Family Offense,1
06/17/2012,Homicide,1
06/17/2012,Kidnapping,1
06/17/2012,Property Crime,49
06/17/2012,Robbery,11
06/17/2012,Theft,58
06/17/2012,Theft from Vehicle,26
06/17/2012,Theft of Vehicle,14
06/17/2012,Traffic,1
06/17/2012,Vehicle Recovery,2
06/17/2012,Weapons Offense,2
06/17/2013,Arson,1
06/17/2013,Assault,70
06/17/2013,Breaking & Entering,43
06/17/2013,Disorder,5
06/17/2013,Drugs,10
06/17/2013,Liquor,1
06/17/2013,Property Crime,26
06/17/2013,Robbery,12
06/17/2013,Theft,41
06/17/2013,Theft from Vehicle,14
06/17/2013,Theft of Vehicle,11
06/17/2013,Traffic,3
06/17/2013,Vehicle Recovery,3
06/17/2013,Weapons Offense,6
06/17/2014,Arson,2
06/17/2014,Assault,94
06/17/2014,Breaking & Entering,36
06/17/2014,Disorder,5
06/17/2014,Drugs,13
06/17/2014,Homicide,1
06/17/2014,Property Crime,38
06/17/2014,Robbery,7
06/17/2014,Theft,69
06/17/2014,Theft from Vehicle,14
06/17/2014,Theft of Vehicle,11
06/17/2014,Weapons Offense,2
06/17/2015,Arson,2
06/17/2015,Assault,75
06/17/2015,Breaking & Entering,25
06/17/2015,Disorder,6
06/17/2015,Drugs,12
06/17/2015,Family Offense,3
06/17/2015,Homicide,1
06/17/2015,Property Crime,45
06/17/2015,Robbery,12
06/17/2015,Theft,49
06/17/2015,Theft from Vehicle,20
06/17/2015,Theft of Vehicle,11
06/17/2015,Vehicle Recovery,1
06/17/2015,Weapons Offense,4
06/17/2016,Arson,2
06/17/2016,Assault,81
06/17/2016,Breaking & Entering,38
06/17/2016,Disorder,4
06/17/2016,Drugs,13
06/17/2016,Family Offense,1
06/17/2016,Homicide,2
06/17/2016,Property Crime,42
06/17/2016,Robbery,9
06/17/2016,Theft,49
06/17/2016,Theft from Vehicle,15
06/17/2016,Theft of Vehicle,6
06/17/2016,Traffic,1
06/17/2016,Weapons Offense,6
06/17/2017,Assault,102
06/17/2017,Breaking & Entering,25
06/17/2017,Disorder,4
06/17/2017,Drugs,5
06/17/2017,Family Offense,2
06/17/2017,Property Crime,36
06/17/2017,Robbery,10
06/17/2017,Theft,46
06/17/2017,Theft from Vehicle,20
06/17/2017,Theft of Vehicle,12
06/17/2017,Traffic,2
06/17/2017,Vehicle Recovery,2
06/17/2017,Weapons Offense,1
06/17/2018,Arson,3
06/17/2018,Assault,85
06/17/2018,Breaking & Entering,17
06/17/2018,Disorder,2
06/17/2018,Drugs,7
06/17/2018,Family Offense,1
06/17/2018,Property Crime,29
06/17/2018,Robbery,11
06/17/2018,Theft,68
06/17/2018,Theft from Vehicle,26
06/17/2018,Theft of Vehicle,10
06/17/2018,Traffic,2
06/17/2018,Weapons Offense,1
06/17/2019,Arson,2
06/17/2019,Assault,75
06/17/2019,Breaking & Entering,17
06/17/2019,Disorder,4
06/17/2019,Drugs,7
06/17/2019,Family Offense,1
06/17/2019,Property Crime,43
06/17/2019,Robbery,10
06/17/2019,Theft,69
06/17/2019,Theft from Vehicle,25
06/17/2019,Theft of Vehicle,17
06/17/2019,Weapons Offense,2
06/17/2020,Arson,3
06/17/2020,Assault,88
06/17/2020,Breaking & Entering,8
06/17/2020,Disorder,6
06/17/2020,Drugs,15
06/17/2020,Family Offense,1
06/17/2020,Property Crime,34
06/17/2020,Robbery,4
06/17/2020,Theft,64
06/17/2020,Theft from Vehicle,20
06/17/2020,Theft of Vehicle,12
06/17/2020,Weapons Offense,11
06/17/2021,Arson,1
06/17/2021,Assault,92
06/17/2021,Breaking & Entering,19
06/17/2021,Disorder,8
06/17/2021,Drugs,15
06/17/2021,Family Offense,1
06/17/2021,Kidnapping,1
06/17/2021,Liquor,1
06/17/2021,Property Crime,51
06/17/2021,Robbery,3
06/17/2021,Theft,63
06/17/2021,Theft from Vehicle,11
06/17/2021,Theft of Vehicle,19
06/17/2021,Traffic,3
06/17/2021,Vehicle Recovery,2
06/17/2021,Weapons Offense,8
06/17/2022,Arson,4
06/17/2022,Assault,84
06/17/2022,Breaking & Entering,21
06/17/2022,Disorder,5
06/17/2022,Drugs,12
06/17/2022,Family Offense,1
06/17/2022,Kidnapping,1
06/17/2022,Liquor,1
06/17/2022,Property Crime,50
06/17/2022,Robbery,7
06/17/2022,Theft,55
06/17/2022,Theft from Vehicle,26
06/17/2022,Theft of Vehicle,26
06/17/2022,Traffic,2
06/17/2022,Vehicle Recovery,1
06/17/2022,Weapons Offense,13
06/18/2002,Theft,1
06/18/2006,Assault,97
06/18/2006,Breaking & Entering,32
06/18/2006,Drugs,8
06/18/2006,Homicide,1
06/18/2006,Property Crime,41
06/18/2006,Robbery,16
06/18/2006,Theft,54
06/18/2006,Theft from Vehicle,16
06/18/2006,Theft of Vehicle,18
06/18/2006,Weapons Offense,3
06/18/2007,Arson,1
06/18/2007,Assault,87
06/18/2007,Breaking & Entering,63
06/18/2007,Disorder,2
06/18/2007,Drugs,17
06/18/2007,Family Offense,2
06/18/2007,Property Crime,51
06/18/2007,Robbery,10
06/18/2007,Theft,72
06/18/2007,Theft from Vehicle,28
06/18/2007,Theft of Vehicle,21
06/18/2007,Traffic,1
06/18/2007,Vehicle Recovery,2
06/18/2007,Weapons Offense,3
06/18/2008,Arson,1
06/18/2008,Assault,87
06/18/2008,Breaking & Entering,54
06/18/2008,Disorder,1
06/18/2008,Drugs,20
06/18/2008,Homicide,1
06/18/2008,Property Crime,37
06/18/2008,Robbery,8
06/18/2008,Theft,83
06/18/2008,Theft from Vehicle,30
06/18/2008,Theft of Vehicle,15
06/18/2008,Traffic,3
06/18/2008,Vehicle Recovery,5
06/18/2008,Weapons Offense,5
06/18/2009,Arson,1
06/18/2009,Assault,90
06/18/2009,Breaking & Entering,41
06/18/2009,Disorder,1
06/18/2009,Drugs,12
06/18/2009,Family Offense,3
06/18/2009,Liquor,2
06/18/2009,Property Crime,33
06/18/2009,Robbery,9
06/18/2009,Theft,66
06/18/2009,Theft from Vehicle,21
06/18/2009,Theft of Vehicle,14
06/18/2009,Traffic,3
06/18/2009,Vehicle Recovery,1
06/18/2010,Arson,2
06/18/2010,Assault,102
06/18/2010,Breaking & Entering,51
06/18/2010,Disorder,6
06/18/2010,Drugs,22
06/18/2010,Homicide,1
06/18/2010,Property Crime,53
06/18/2010,Robbery,17
06/18/2010,Theft,77
06/18/2010,Theft from Vehicle,16
06/18/2010,Theft of Vehicle,13
06/18/2010,Traffic,3
06/18/2010,Vehicle Recovery,2
06/18/2010,Weapons Offense,5
06/18/2011,Assault,93
06/18/2011,Breaking & Entering,28
06/18/2011,Disorder,1
06/18/2011,Drugs,19
06/18/2011,Family Offense,1
06/18/2011,Homicide,2
06/18/2011,Kidnapping,1
06/18/2011,Liquor,1
06/18/2011,Property Crime,34
06/18/2011,Robbery,11
06/18/2011,Theft,78
06/18/2011,Theft from Vehicle,22
06/18/2011,Theft of Vehicle,11
06/18/2011,Vehicle Recovery,1
06/18/2011,Weapons Offense,5
06/18/2012,Assault,108
06/18/2012,Breaking & Entering,40
06/18/2012,Disorder,9
06/18/2012,Drugs,22
06/18/2012,Family Offense,2
06/18/2012,Liquor,2
06/18/2012,Property Crime,51
06/18/2012,Robbery,8
06/18/2012,Theft,66
06/18/2012,Theft from Vehicle,27
06/18/2012,Theft of Vehicle,9
06/18/2012,Traffic,2
06/18/2012,Vehicle Recovery,2
06/18/2012,Weapons Offense,2
06/18/2013,Arson,1
06/18/2013,Assault,106
06/18/2013,Breaking & Entering,30
06/18/2013,Disorder,4
06/18/2013,Drugs,26
06/18/2013,Family Offense,1
06/18/2013,Property Crime,34
06/18/2013,Robbery,9
06/18/2013,Theft,63
06/18/2013,Theft from Vehicle,19
06/18/2013,Theft of Vehicle,9
06/18/2013,Traffic,4
06/18/2013,Weapons Offense,8
06/18/2014,Assault,71
06/18/2014,Breaking & Entering,28
06/18/2014,Disorder,5
06/18/2014,Drugs,15
06/18/2014,Homicide,2
06/18/2014,Kidnapping,1
06/18/2014,Property Crime,43
06/18/2014,Robbery,6
06/18/2014,Theft,58
06/18/2014,Theft from Vehicle,10
06/18/2014,Theft of Vehicle,11
06/18/2014,Weapons Offense,6
06/18/2015,Assault,78
06/18/2015,Breaking & Entering,27
06/18/2015,Disorder,8
06/18/2015,Drugs,13
06/18/2015,Property Crime,41
06/18/2015,Robbery,11
06/18/2015,Theft,63
06/18/2015,Theft from Vehicle,24
06/18/2015,Theft of Vehicle,7
06/18/2015,Traffic,1
06/18/2015,Vehicle Recovery,2
06/18/2015,Weapons Offense,6
06/18/2016,Arson,2
06/18/2016,Assault,75
06/18/2016,Breaking & Entering,16
06/18/2016,Disorder,7
06/18/2016,Drugs,8
06/18/2016,Homicide,1
06/18/2016,Kidnapping,3
06/18/2016,Property Crime,32
06/18/2016,Robbery,8
06/18/2016,Theft,39
06/18/2016,Theft from Vehicle,17
06/18/2016,Theft of Vehicle,8
06/18/2016,Traffic,5
06/18/2016,Vehicle Recovery,1
06/18/2016,Weapons Offense,6
06/18/2017,Assault,89
06/18/2017,Breaking & Entering,20
06/18/2017,Disorder,3
06/18/2017,Drugs,5
06/18/2017,Family Offense,3
06/18/2017,Homicide,1
06/18/2017,Kidnapping,1
06/18/2017,Property Crime,51
06/18/2017,Robbery,13
06/18/2017,Theft,40
06/18/2017,Theft from Vehicle,28
06/18/2017,Theft of Vehicle,10
06/18/2017,Traffic,3
06/18/2017,Vehicle Recovery,1
06/18/2017,Weapons Offense,2
06/18/2018,Arson,1
06/18/2018,Assault,88
06/18/2018,Breaking & Entering,32
06/18/2018,Disorder,6
06/18/2018,Drugs,15
06/18/2018,Family Offense,3
06/18/2018,Homicide,2
06/18/2018,Liquor,1
06/18/2018,Property Crime,36
06/18/2018,Robbery,7
06/18/2018,Theft,64
06/18/2018,Theft from Vehicle,22
06/18/2018,Theft of Vehicle,3
06/18/2018,Traffic,1
06/18/2018,Weapons Offense,3
06/18/2019,Arson,2
06/18/2019,Assault,81
06/18/2019,Breaking & Entering,25
06/18/2019,Disorder,3
06/18/2019,Drugs,8
06/18/2019,Family Offense,2
06/18/2019,Property Crime,37
06/18/2019,Robbery,7
06/18/2019,Theft,62
06/18/2019,Theft from Vehicle,30
06/18/2019,Theft of Vehicle,10
06/18/2019,Traffic,2
06/18/2019,Vehicle Recovery,2
06/18/2019,Weapons Offense,1
06/18/2020,Arson,1
06/18/2020,Assault,80
06/18/2020,Breaking & Entering,24
06/18/2020,Disorder,6
06/18/2020,Drugs,10
06/18/2020,Homicide,1
06/18/2020,Property Crime,38
06/18/2020,Robbery,6
06/18/2020,Theft,61
06/18/2020,Theft from Vehicle,9
06/18/2020,Theft of Vehicle,10
06/18/2020,Traffic,2
06/18/2020,Weapons Offense,6
06/18/2021,Arson,2
06/18/2021,Assault,92
06/18/2021,Breaking & Entering,20
06/18/2021,Disorder,5
06/18/2021,Drugs,20
06/18/2021,Family Offense,2
06/18/2021,Homicide,2
06/18/2021,Liquor,1
06/18/2021,Property Crime,47
06/18/2021,Robbery,6
06/18/2021,Theft,55
06/18/2021,Theft from Vehicle,22
06/18/2021,Theft of Vehicle,12
06/18/2021,Traffic,3
06/18/2021,Weapons Offense,15
06/18/2022,Arson,1
06/18/2022,Assault,73
06/18/2022,Breaking & Entering,17
06/18/2022,Disorder,6
06/18/2022,Drugs,12
06/18/2022,Family Offense,1
06/18/2022,Kidnapping,1
06/18/2022,Property Crime,51
06/18/2022,Robbery,4
06/18/2022,Theft,50
06/18/2022,Theft from Vehicle,34
06/18/2022,Theft of Vehicle,34
06/18/2022,Traffic,3
06/18/2022,Vehicle Recovery,1
06/18/2022,Weapons Offense,10
06/19/2000,Disorder,1
06/19/2005,Drugs,1
06/19/2006,Assault,117
06/19/2006,Breaking & Entering,50
06/19/2006,Disorder,3
06/19/2006,Drugs,6
06/19/2006,Family Offense,1
06/19/2006,Homicide,1
06/19/2006,Kidnapping,3
06/19/2006,Property Crime,50
06/19/2006,Robbery,11
06/19/2006,Theft,64
06/19/2006,Theft from Vehicle,32
06/19/2006,Theft of Vehicle,30
06/19/2006,Vehicle Recovery,2
06/19/2007,Arson,2
06/19/2007,Assault,82
06/19/2007,Breaking & Entering,44
06/19/2007,Drugs,17
06/19/2007,Homicide,2
06/19/2007,Property Crime,37
06/19/2007,Robbery,13
06/19/2007,Theft,65
06/19/2007,Theft from Vehicle,22
06/19/2007,Theft of Vehicle,25
06/19/2007,Vehicle Recovery,1
06/19/2007,Weapons Offense,2
06/19/2008,Arson,2
06/19/2008,Assault,80
06/19/2008,Breaking & Entering,41
06/19/2008,Disorder,2
06/19/2008,Drugs,22
06/19/2008,Family Offense,1
06/19/2008,Kidnapping,1
06/19/2008,Property Crime,48
06/19/2008,Robbery,10
06/19/2008,Theft,75
06/19/2008,Theft from Vehicle,30
06/19/2008,Theft of Vehicle,16
06/19/2008,Traffic,3
06/19/2008,Vehicle Recovery,2
06/19/2008,Weapons Offense,6
06/19/2009,Arson,3
06/19/2009,Assault,121
06/19/2009,Breaking & Entering,38
06/19/2009,Disorder,1
06/19/2009,Drugs,21
06/19/2009,Family Offense,1
06/19/2009,Kidnapping,1
06/19/2009,Property Crime,47
06/19/2009,Robbery,15
06/19/2009,Theft,71
06/19/2009,Theft from Vehicle,19
06/19/2009,Theft of Vehicle,18
06/19/2009,Traffic,1
06/19/2009,Vehicle Recovery,1
06/19/2009,Weapons Offense,3
06/19/2010,Assault,97
06/19/2010,Breaking & Entering,39
06/19/2010,Drugs,22
06/19/2010,Family Offense,3
06/19/2010,Homicide,1
06/19/2010,Property Crime,47
06/19/2010,Robbery,11
06/19/2010,Theft,56
06/19/2010,Theft from Vehicle,23
06/19/2010,Theft of Vehicle,10
06/19/2010,Traffic,2
06/19/2010,Vehicle Recovery,5
06/19/2010,Weapons Offense,4
06/19/2011,Arson,2
06/19/2011,Assault,109
06/19/2011,Breaking & Entering,28
06/19/2011,Disorder,1
06/19/2011,Drugs,16
06/19/2011,Family Offense,2
06/19/2011,Property Crime,69
06/19/2011,Robbery,5
06/19/2011,Theft,36
06/19/2011,Theft from Vehicle,16
06/19/2011,Theft of Vehicle,9
06/19/2011,Traffic,4
06/19/2011,Vehicle Recovery,2
06/19/2011,Weapons Offense,3
06/19/2012,Arson,3
06/19/2012,Assault,91
06/19/2012,Breaking & Entering,42
06/19/2012,Disorder,3
06/19/2012,Drugs,18
06/19/2012,Property Crime,45
06/19/2012,Robbery,18
06/19/2012,Theft,78
06/19/2012,Theft from Vehicle,26
06/19/2012,Theft of Vehicle,12
06/19/2012,Traffic,4
06/19/2012,Weapons Offense,3
06/19/2013,Assault,97
06/19/2013,Breaking & Entering,31
06/19/2013,Disorder,3
06/19/2013,Drugs,24
06/19/2013,Family Offense,2
06/19/2013,Kidnapping,1
06/19/2013,Property Crime,40
06/19/2013,Robbery,8
06/19/2013,Theft,66
06/19/2013,Theft from Vehicle,9
06/19/2013,Theft of Vehicle,10
06/19/2013,Traffic,1
06/19/2013,Vehicle Recovery,1
06/19/2013,Weapons Offense,7
06/19/2014,Assault,67
06/19/2014,Breaking & Entering,31
06/19/2014,Disorder,6
06/19/2014,Drugs,15
06/19/2014,Family Offense,1
06/19/2014,Homicide,1
06/19/2014,Kidnapping,1
06/19/2014,Property Crime,39
06/19/2014,Robbery,10
06/19/2014,Theft,72
06/19/2014,Theft from Vehicle,15
06/19/2014,Theft of Vehicle,13
06/19/2014,Traffic,1
06/19/2014,Weapons Offense,2
06/19/2015,Assault,79
06/19/2015,Breaking & Entering,22
06/19/2015,Disorder,4
06/19/2015,Drugs,15
06/19/2015,Property Crime,40
06/19/2015,Robbery,8
06/19/2015,Theft,72
